BIN-001,"BINAN, LAGUNA",L
CDO-003,CAGAYAN DE ORO,M
DAV-004,DAVAO CITY,M
CEB-005,CEBU,V
ILO-006,ILOILO,V
BAC-007,BACOLOD,V
ISA-008,ISABELA,L
QCO-009,QUEZON CITY - HEAD OFFICE,L
BIC-010,BICOL,L
ORM-011,ORMOC CITY,V
AML-012,AMLAN,V
