KG,KG,1.0000000
LTR,LTR,1.0000000
LI,LI,1.0000000
BOT,BOT,1.0000000
DRM,DRM,1.0000000
L,L,1.0000000
STP,STP,1.0000000
GMS,GMS,1.0000000
G,G,1.0000000
ML,ML,1.0000000
GM,GM,1.0000000
BOX,BOX,1.0000000
KGS,KGS,1.0000000
K,K,1.0000000
VIA,VIA,1.0000000
LT,LT,1.0000000
PCS,PCS,1.0000000
VL,VL,1.0000000
KG-,KG-,1.0000000
VLS,VLS,1.0000000
CAP,CAP,1.0000000
TAB,TAB,1.0000000
BLT,BLT,1.0000000
ROLL,ROLL,1.0000000
MG,MG,1.0000000
INDBOX,INDBOX,1.0000000
